startup_id,technology_id,usage_intensity,implementation_date
startup_123,tech_23,Important,2020-08-18
startup_123,tech_37,Important,2023-05-25
startup_123,tech_42,Core,2021-10-10
startup_124,tech_47,Important,2025-02-01
startup_124,tech_1,Core,2019-07-09
startup_124,tech_32,Core,2017-04-23
startup_124,tech_30,Important,2018-10-17
startup_124,tech_54,Important,2020-02-01
startup_124,tech_18,Important,2016-06-04
startup_124,tech_29,Core,2020-07-18
startup_125,tech_78,Core,2012-06-13
startup_125,tech_71,Core,2022-04-03
startup_125,tech_19,Core,2022-02-10
startup_126,tech_75,Important,2024-12-06
startup_126,tech_14,Important,2016-09-06
startup_126,tech_57,Important,2018-02-18
startup_126,tech_42,Core,2019-07-01
startup_126,tech_19,Important,2014-11-10
startup_126,tech_60,Core,2021-07-28
startup_126,tech_10,Core,2014-01-24
startup_127,tech_68,Supporting,2024-12-04
startup_127,tech_43,Supporting,2020-02-10
startup_127,tech_9,Important,2018-02-20
startup_127,tech_65,Important,2015-08-19
startup_127,tech_37,Core,2018-12-10
startup_128,tech_49,Supporting,2025-04-10
startup_128,tech_68,Core,2025-05-21
startup_128,tech_40,Important,2025-04-19
startup_128,tech_19,Supporting,2025-05-10
startup_128,tech_22,Supporting,2025-05-27
startup_128,tech_35,Supporting,2025-04-28
startup_129,tech_13,Important,2018-05-19
startup_129,tech_32,Important,2021-10-25
startup_129,tech_12,Important,2019-01-23
startup_129,tech_10,Core,2018-11-05
startup_129,tech_43,Supporting,2023-05-07
startup_129,tech_68,Supporting,2018-12-09
startup_130,tech_14,Core,2024-04-04
startup_130,tech_8,Important,2025-02-16
startup_130,tech_40,Supporting,2024-05-10
startup_130,tech_57,Core,2024-03-29
startup_130,tech_16,Important,2024-09-13
startup_131,tech_64,Supporting,2024-04-08
startup_131,tech_52,Important,2024-04-15
startup_131,tech_44,Supporting,2016-10-25
startup_131,tech_66,Important,2019-07-12
startup_132,tech_3,Core,2018-04-11
startup_132,tech_31,Core,2024-12-28
startup_132,tech_16,Core,2016-01-26
startup_132,tech_71,Supporting,2017-06-02
startup_133,tech_78,Important,2022-07-25
startup_133,tech_42,Core,2020-06-13
startup_133,tech_0,Core,2015-08-21
startup_133,tech_25,Important,2015-01-02
startup_133,tech_21,Supporting,2016-04-18
startup_133,tech_59,Core,2023-02-04
startup_134,tech_25,Core,2024-07-10
startup_134,tech_41,Supporting,2023-11-18
startup_134,tech_50,Core,2024-07-15
startup_134,tech_70,Important,2024-03-24
startup_134,tech_4,Supporting,2024-06-13
startup_135,tech_31,Supporting,2022-09-28
startup_135,tech_51,Supporting,2021-03-11
startup_135,tech_55,Supporting,2019-09-26
startup_135,tech_43,Supporting,2020-07-17
startup_135,tech_72,Supporting,2022-05-10
startup_135,tech_25,Supporting,2020-06-22
startup_135,tech_50,Important,2019-11-06
startup_135,tech_68,Important,2025-01-21
startup_136,tech_63,Important,2020-10-18
startup_136,tech_18,Supporting,2022-11-08
startup_136,tech_55,Supporting,2020-11-08
startup_136,tech_33,Important,2022-06-27
startup_136,tech_36,Core,2018-09-30
startup_137,tech_44,Important,2023-07-29
startup_137,tech_39,Supporting,2023-05-05
startup_137,tech_66,Important,2024-03-07
startup_137,tech_61,Core,2024-04-07
startup_137,tech_15,Supporting,2023-03-09
startup_138,tech_38,Core,2023-10-02
startup_138,tech_61,Core,2025-01-20
startup_138,tech_53,Supporting,2023-12-29
startup_138,tech_36,Supporting,2025-02-17
startup_138,tech_65,Supporting,2025-01-26
startup_138,tech_40,Core,2023-11-02
startup_138,tech_50,Supporting,2025-02-13
startup_138,tech_59,Supporting,2025-06-05
startup_139,tech_10,Important,2023-02-13
startup_139,tech_52,Supporting,2024-10-21
startup_139,tech_29,Important,2020-10-08
startup_139,tech_25,Important,2021-05-21
startup_139,tech_45,Core,2021-10-19
startup_139,tech_59,Supporting,2020-04-01
startup_139,tech_62,Important,2019-07-09
startup_140,tech_45,Important,2017-02-18
startup_140,tech_16,Core,2024-03-31
startup_140,tech_66,Core,2021-05-08
startup_140,tech_24,Important,2016-08-04
startup_140,tech_49,Supporting,2024-07-25
startup_140,tech_8,Core,2017-10-10
startup_141,tech_9,Core,2024-02-09
startup_141,tech_74,Important,2024-12-01
startup_141,tech_38,Supporting,2024-06-22
startup_141,tech_78,Important,2024-11-10
startup_141,tech_18,Core,2020-07-10
startup_141,tech_65,Supporting,2023-05-29
startup_141,tech_44,Important,2024-10-03
startup_141,tech_10,Core,2023-11-23
startup_142,tech_26,Core,2024-10-09
startup_142,tech_79,Important,2023-03-23
startup_142,tech_60,Supporting,2017-07-04
startup_142,tech_58,Supporting,2018-11-21
startup_142,tech_16,Core,2017-06-04
startup_142,tech_68,Core,2022-05-06
startup_143,tech_44,Important,2020-05-09
startup_143,tech_26,Core,2023-06-14
startup_143,tech_38,Core,2020-11-15
startup_143,tech_9,Important,2019-11-13
startup_143,tech_29,Supporting,2018-04-19
startup_143,tech_5,Important,2018-06-07
startup_144,tech_0,Core,2022-12-22
startup_144,tech_61,Supporting,2020-03-24
startup_144,tech_14,Supporting,2024-12-26
startup_144,tech_63,Important,2022-07-23
startup_144,tech_16,Important,2024-10-26
startup_145,tech_26,Important,2024-05-21
startup_145,tech_11,Core,2024-09-11
startup_145,tech_27,Core,2020-10-20
startup_145,tech_43,Supporting,2022-02-01
startup_145,tech_17,Supporting,2024-12-20
startup_145,tech_40,Important,2018-10-05
startup_145,tech_3,Supporting,2022-07-19
startup_145,tech_2,Core,2025-04-09
startup_146,tech_59,Important,2017-05-21
startup_146,tech_22,Core,2014-10-20
startup_146,tech_12,Core,2016-12-23
startup_147,tech_0,Important,2024-08-02
startup_147,tech_74,Core,2023-04-21
startup_147,tech_68,Supporting,2022-10-21
startup_147,tech_22,Important,2024-12-31
startup_148,tech_67,Important,2016-08-27
startup_148,tech_59,Important,2022-07-30
startup_148,tech_28,Supporting,2017-08-24
startup_149,tech_32,Core,2022-11-26
startup_149,tech_61,Supporting,2023-03-18
startup_149,tech_29,Important,2024-02-25
startup_149,tech_2,Important,2022-12-13
startup_149,tech_43,Core,2023-02-21
startup_149,tech_36,Core,2025-01-30
startup_149,tech_62,Important,2022-03-10
startup_150,tech_30,Core,2019-05-30
startup_150,tech_72,Important,2024-12-12
startup_150,tech_64,Important,2015-04-18
startup_151,tech_71,Important,2024-12-03
startup_151,tech_4,Supporting,2023-08-04
startup_151,tech_70,Important,2024-07-20
startup_151,tech_48,Supporting,2023-07-21
startup_151,tech_76,Supporting,2024-07-04
startup_151,tech_57,Supporting,2023-10-21
startup_152,tech_62,Supporting,2022-10-20
startup_152,tech_49,Important,2021-02-08
startup_152,tech_17,Important,2022-04-23
startup_152,tech_36,Supporting,2021-03-13
startup_152,tech_8,Supporting,2020-06-13
startup_152,tech_70,Core,2022-03-10
startup_152,tech_55,Important,2021-06-17
startup_152,tech_69,Core,2024-03-17
startup_153,tech_63,Important,2021-09-05
startup_153,tech_38,Core,2025-05-31
startup_153,tech_52,Core,2020-05-26
startup_154,tech_37,Important,2022-09-17
startup_154,tech_6,Core,2023-12-01
startup_154,tech_13,Core,2024-03-23
startup_154,tech_69,Core,2023-03-09
startup_154,tech_52,Core,2024-11-15
startup_154,tech_63,Core,2022-12-07
startup_154,tech_21,Important,2023-03-31
startup_155,tech_64,Core,2021-01-13
startup_155,tech_16,Important,2020-10-13
startup_155,tech_74,Supporting,2020-05-05
startup_156,tech_31,Important,2021-09-03
startup_156,tech_28,Important,2024-07-23
startup_156,tech_16,Important,2021-04-13
startup_156,tech_51,Supporting,2023-07-31
startup_156,tech_72,Important,2021-03-10
startup_156,tech_67,Important,2019-03-16
startup_156,tech_25,Supporting,2017-04-27
startup_157,tech_16,Important,2015-05-27
startup_157,tech_73,Core,2022-05-26
startup_157,tech_5,Supporting,2017-04-08
startup_157,tech_6,Important,2023-01-14
startup_157,tech_20,Core,2018-07-24
startup_158,tech_7,Important,2022-08-13
startup_158,tech_79,Important,2013-04-09
startup_158,tech_6,Supporting,2016-06-15
startup_158,tech_57,Supporting,2015-06-11
startup_158,tech_31,Core,2024-03-16
startup_158,tech_32,Core,2017-07-01
startup_158,tech_59,Core,2019-03-03
startup_159,tech_78,Supporting,2025-05-08
startup_159,tech_17,Important,2025-03-09
startup_159,tech_38,Supporting,2024-09-21
startup_159,tech_23,Important,2025-04-17
startup_159,tech_32,Supporting,2025-01-03
startup_159,tech_57,Important,2025-04-12
startup_160,tech_7,Core,2025-05-07
startup_160,tech_31,Important,2024-06-22
startup_160,tech_75,Important,2024-08-03
startup_160,tech_9,Important,2025-03-11
startup_160,tech_30,Important,2024-06-19
startup_160,tech_55,Supporting,2024-06-19
startup_161,tech_9,Important,2019-12-06
startup_161,tech_45,Core,2024-04-01
startup_161,tech_51,Core,2017-08-15
startup_161,tech_42,Important,2023-04-27
startup_161,tech_19,Core,2013-03-12
startup_162,tech_1,Important,2025-02-23
startup_162,tech_74,Core,2023-05-05
startup_162,tech_67,Important,2024-06-10
startup_163,tech_3,Important,2024-09-20
startup_163,tech_11,Supporting,2013-07-10
startup_163,tech_4,Core,2023-10-07
startup_163,tech_55,Core,2024-03-24
startup_163,tech_26,Core,2016-11-22
startup_163,tech_19,Core,2013-04-21
startup_163,tech_72,Supporting,2014-07-13
startup_163,tech_75,Core,2018-03-09
startup_164,tech_5,Core,2020-11-14
startup_164,tech_21,Important,2021-05-09
startup_164,tech_49,Important,2017-11-18
startup_164,tech_56,Supporting,2019-01-28
startup_164,tech_54,Supporting,2015-06-07
startup_164,tech_40,Supporting,2025-05-23
startup_164,tech_32,Important,2014-08-16
startup_164,tech_48,Supporting,2018-02-14
startup_165,tech_27,Important,2016-01-10
startup_165,tech_35,Core,2015-11-03
startup_165,tech_13,Supporting,2015-10-01
startup_165,tech_7,Important,2017-11-17
startup_165,tech_4,Core,2024-04-22
startup_165,tech_42,Important,2021-05-14
startup_165,tech_20,Supporting,2013-12-23
startup_165,tech_11,Core,2016-05-16
startup_166,tech_71,Core,2019-03-23
startup_166,tech_47,Core,2023-01-28
startup_166,tech_27,Supporting,2020-07-29
startup_166,tech_17,Core,2019-02-17
startup_166,tech_49,Important,2020-12-13
startup_166,tech_12,Supporting,2023-09-04
startup_166,tech_67,Core,2023-03-14
startup_166,tech_22,Important,2023-06-16
startup_167,tech_8,Core,2015-07-10
startup_167,tech_53,Core,2021-06-10
startup_167,tech_50,Supporting,2018-06-05
startup_167,tech_9,Supporting,2022-11-19
startup_167,tech_26,Core,2018-11-11
startup_167,tech_77,Important,2016-02-05
startup_167,tech_39,Important,2025-01-10
startup_167,tech_68,Supporting,2015-12-10
startup_168,tech_69,Supporting,2020-11-06
startup_168,tech_79,Core,2022-05-08
startup_168,tech_17,Important,2020-06-25
startup_169,tech_68,Supporting,2021-05-28
startup_169,tech_14,Core,2021-10-18
startup_169,tech_28,Supporting,2021-03-14
startup_169,tech_15,Core,2020-12-29
startup_169,tech_0,Important,2020-10-16
startup_169,tech_48,Core,2025-04-19
startup_170,tech_67,Important,2021-01-04
startup_170,tech_77,Supporting,2023-09-30
startup_170,tech_30,Supporting,2014-11-15
startup_170,tech_68,Supporting,2016-08-29
startup_171,tech_57,Core,2020-11-04
startup_171,tech_42,Core,2022-01-21
startup_171,tech_63,Supporting,2021-05-24
startup_171,tech_75,Important,2022-12-24
startup_171,tech_35,Important,2024-12-17
startup_171,tech_0,Important,2024-05-14
startup_171,tech_48,Supporting,2023-02-10
startup_171,tech_2,Core,2022-12-01
startup_172,tech_5,Core,2024-03-08
startup_172,tech_32,Important,2024-07-09
startup_172,tech_77,Important,2024-03-03
startup_172,tech_65,Important,2025-01-01
startup_172,tech_42,Important,2024-11-14
startup_172,tech_55,Core,2024-05-14
startup_173,tech_9,Supporting,2024-04-19
startup_173,tech_63,Important,2020-07-04
startup_173,tech_72,Supporting,2022-05-01
startup_173,tech_6,Important,2025-03-08
startup_173,tech_15,Supporting,2015-06-05
startup_173,tech_22,Supporting,2013-04-28
startup_173,tech_46,Important,2013-03-15
startup_173,tech_69,Supporting,2018-12-15
startup_174,tech_63,Supporting,2021-11-25
startup_174,tech_22,Core,2022-12-08
startup_174,tech_49,Core,2022-07-20
startup_174,tech_16,Important,2024-05-02
startup_174,tech_56,Important,2020-02-24
startup_174,tech_55,Supporting,2019-07-03
startup_174,tech_69,Core,2023-04-12
startup_175,tech_22,Core,2019-07-23
startup_175,tech_48,Core,2024-04-01
startup_175,tech_71,Important,2021-04-14
startup_175,tech_62,Supporting,2020-08-28
startup_175,tech_30,Core,2019-07-13
startup_175,tech_33,Core,2025-03-10
startup_176,tech_77,Supporting,2025-05-19
startup_176,tech_24,Core,2025-05-21
startup_176,tech_54,Important,2025-04-02
startup_176,tech_60,Supporting,2025-05-25
startup_176,tech_52,Core,2025-03-21
startup_176,tech_65,Supporting,2025-04-07
startup_176,tech_70,Important,2025-04-07
startup_176,tech_30,Core,2025-04-01
startup_177,tech_54,Important,2024-05-25
startup_177,tech_12,Supporting,2023-08-08
startup_177,tech_69,Supporting,2022-12-08
startup_177,tech_61,Core,2023-02-21
startup_177,tech_42,Important,2025-02-19
startup_177,tech_1,Important,2024-03-17
startup_177,tech_35,Supporting,2023-12-06
startup_178,tech_16,Important,2021-10-23
startup_178,tech_59,Important,2021-06-19
startup_178,tech_52,Core,2013-10-05
startup_179,tech_8,Important,2019-05-11
startup_179,tech_11,Core,2018-05-01
startup_179,tech_42,Important,2020-01-14
startup_179,tech_48,Supporting,2019-01-30
startup_179,tech_45,Important,2021-03-05
startup_179,tech_62,Supporting,2025-03-22
startup_179,tech_2,Supporting,2019-03-01
startup_180,tech_17,Important,2017-09-22
startup_180,tech_64,Supporting,2024-05-20
startup_180,tech_33,Core,2011-05-14
startup_180,tech_24,Core,2016-08-09
startup_180,tech_6,Supporting,2013-09-13
startup_181,tech_28,Supporting,2012-08-22
startup_181,tech_30,Core,2011-12-18
startup_181,tech_50,Core,2017-03-09
startup_181,tech_20,Core,2022-11-21
startup_181,tech_19,Core,2019-04-07
startup_181,tech_11,Core,2017-11-28
startup_181,tech_3,Core,2011-09-18
startup_182,tech_5,Important,2023-09-15
startup_182,tech_73,Core,2019-04-07
startup_182,tech_35,Supporting,2020-04-28
startup_182,tech_37,Supporting,2024-09-10
startup_183,tech_52,Important,2021-06-30
startup_183,tech_77,Important,2023-03-18
startup_183,tech_57,Supporting,2024-07-31
startup_183,tech_8,Supporting,2021-06-01
startup_183,tech_74,Core,2021-01-31
startup_183,tech_43,Core,2022-11-19
startup_183,tech_42,Core,2023-08-15
startup_184,tech_48,Important,2022-12-27
startup_184,tech_44,Important,2024-06-15
startup_184,tech_25,Supporting,2017-10-26
startup_184,tech_16,Supporting,2020-08-27
startup_184,tech_75,Supporting,2017-11-29
startup_184,tech_28,Important,2019-09-14
startup_184,tech_11,Core,2017-09-29
startup_184,tech_30,Important,2022-02-11
startup_185,tech_0,Important,2019-03-27
startup_185,tech_25,Supporting,2023-06-09
startup_185,tech_34,Important,2016-12-09
startup_185,tech_8,Important,2023-05-23
startup_185,tech_29,Supporting,2019-05-18
startup_186,tech_5,Supporting,2024-02-05
startup_186,tech_29,Core,2020-11-13
startup_186,tech_22,Important,2020-08-25
startup_186,tech_30,Core,2022-08-19
startup_186,tech_79,Supporting,2021-11-16
startup_187,tech_34,Important,2025-03-04
startup_187,tech_73,Core,2017-09-23
startup_187,tech_61,Important,2024-09-24
startup_187,tech_68,Supporting,2016-08-18
startup_187,tech_24,Supporting,2023-12-16
startup_187,tech_0,Supporting,2022-03-24
startup_187,tech_41,Important,2021-11-17
startup_188,tech_74,Important,2024-10-07
startup_188,tech_73,Supporting,2024-08-30
startup_188,tech_21,Core,2024-11-22
startup_188,tech_17,Important,2025-01-24
startup_189,tech_9,Core,2020-11-17
startup_189,tech_42,Core,2023-08-09
startup_189,tech_10,Supporting,2022-06-12
startup_189,tech_74,Important,2023-05-26
startup_189,tech_67,Supporting,2024-09-17
startup_189,tech_37,Supporting,2022-06-13
startup_190,tech_27,Important,2024-08-20
startup_190,tech_15,Core,2024-07-03
startup_190,tech_44,Supporting,2024-08-03
startup_190,tech_41,Core,2023-02-22
startup_190,tech_73,Important,2021-11-03
startup_191,tech_15,Supporting,2014-03-05
startup_191,tech_54,Core,2018-04-28
startup_191,tech_22,Important,2017-09-05
startup_191,tech_27,Important,2013-04-09
startup_192,tech_30,Supporting,2022-11-09
startup_192,tech_54,Important,2023-01-12
startup_192,tech_5,Core,2025-04-22
startup_192,tech_62,Supporting,2024-10-01
startup_192,tech_29,Important,2019-05-24
startup_193,tech_23,Supporting,2020-09-11
startup_193,tech_21,Supporting,2021-12-03
startup_193,tech_64,Important,2024-01-19
startup_193,tech_6,Core,2019-10-17
startup_193,tech_31,Core,2018-06-30
startup_193,tech_17,Important,2024-06-06
startup_193,tech_66,Important,2020-08-21
startup_194,tech_78,Core,2025-04-17
startup_194,tech_12,Supporting,2025-03-25
startup_194,tech_43,Important,2025-03-19
startup_194,tech_72,Supporting,2025-05-22
startup_195,tech_11,Core,2023-12-01
startup_195,tech_79,Important,2022-08-01
startup_195,tech_28,Supporting,2018-09-15
startup_195,tech_68,Supporting,2022-09-04
startup_195,tech_50,Core,2022-08-04
startup_195,tech_65,Supporting,2019-04-25
startup_195,tech_52,Supporting,2021-03-27
startup_196,tech_67,Supporting,2025-05-28
startup_196,tech_5,Important,2025-05-17
startup_196,tech_58,Supporting,2024-09-12
startup_196,tech_69,Supporting,2024-09-09
startup_196,tech_15,Supporting,2024-07-30
startup_197,tech_69,Supporting,2024-05-11
startup_197,tech_14,Core,2025-03-30
startup_197,tech_57,Core,2023-06-06
startup_198,tech_52,Core,2023-06-27
startup_198,tech_50,Core,2023-07-02
startup_198,tech_67,Core,2021-07-12
startup_198,tech_10,Supporting,2022-10-06
startup_198,tech_33,Important,2024-11-08
startup_199,tech_33,Supporting,2021-07-05
startup_199,tech_54,Core,2022-09-23
startup_199,tech_48,Core,2023-02-22
startup_200,tech_76,Core,2020-05-14
startup_200,tech_23,Core,2015-03-28
startup_200,tech_53,Core,2017-11-11
startup_200,tech_55,Important,2025-05-20
startup_200,tech_10,Supporting,2013-03-25
startup_200,tech_54,Core,2013-04-14
startup_200,tech_8,Important,2023-07-04
startup_200,tech_66,Core,2024-02-29
startup_201,tech_29,Core,2019-01-06
startup_201,tech_48,Core,2018-04-06
startup_201,tech_7,Important,2023-04-29
startup_201,tech_42,Core,2022-12-03
startup_201,tech_32,Core,2022-10-03
startup_202,tech_45,Supporting,2024-11-29
startup_202,tech_2,Important,2023-05-31
startup_202,tech_47,Core,2023-10-03
startup_202,tech_16,Core,2022-09-21
startup_202,tech_32,Important,2024-12-24
startup_203,tech_55,Core,2017-11-16
startup_203,tech_31,Supporting,2021-04-29
startup_203,tech_77,Supporting,2016-03-26
startup_203,tech_21,Supporting,2024-09-01
startup_203,tech_47,Supporting,2023-01-22
startup_203,tech_37,Core,2013-11-16
startup_204,tech_4,Supporting,2024-12-23
startup_204,tech_79,Core,2024-07-10
startup_204,tech_69,Core,2024-03-15
startup_204,tech_11,Core,2023-10-25
startup_205,tech_18,Core,2024-08-12
startup_205,tech_69,Core,2019-10-11
startup_205,tech_15,Important,2022-10-09
startup_205,tech_14,Supporting,2021-11-19
startup_205,tech_53,Core,2021-12-03
startup_205,tech_20,Core,2022-03-26
startup_205,tech_23,Core,2023-12-20
startup_206,tech_59,Important,2025-04-01
startup_206,tech_16,Supporting,2023-12-13
startup_206,tech_15,Supporting,2023-07-08
startup_207,tech_69,Supporting,2015-09-18
startup_207,tech_25,Core,2014-01-24
startup_207,tech_37,Important,2019-08-10
startup_207,tech_32,Important,2024-11-02
startup_207,tech_28,Important,2021-04-23
startup_207,tech_44,Supporting,2015-10-10
startup_208,tech_53,Core,2024-03-13
startup_208,tech_4,Supporting,2025-01-23
startup_208,tech_0,Supporting,2025-04-16
startup_208,tech_42,Core,2025-04-10
startup_208,tech_45,Important,2024-03-22
startup_209,tech_58,Core,2011-08-08
startup_209,tech_53,Important,2024-04-11
startup_209,tech_36,Important,2014-07-30
startup_209,tech_25,Supporting,2013-04-27
startup_209,tech_79,Important,2016-05-15
startup_209,tech_26,Supporting,2024-04-03
startup_209,tech_61,Core,2013-04-04
startup_210,tech_31,Important,2015-03-06
startup_210,tech_7,Core,2023-01-07
startup_210,tech_34,Important,2018-06-01
startup_210,tech_55,Core,2015-02-03
startup_210,tech_15,Core,2020-09-25
startup_211,tech_37,Important,2025-05-09
startup_211,tech_21,Important,2023-11-07
startup_211,tech_27,Important,2023-02-13
startup_211,tech_17,Supporting,2025-02-27
startup_211,tech_65,Supporting,2022-08-25
startup_211,tech_4,Important,2022-08-19
startup_211,tech_6,Core,2024-11-18
startup_211,tech_46,Core,2022-06-29
startup_212,tech_5,Supporting,2018-04-08
startup_212,tech_65,Important,2020-01-19
startup_212,tech_50,Core,2017-12-19
startup_212,tech_9,Important,2021-10-07
startup_213,tech_61,Core,2015-07-28
startup_213,tech_54,Important,2021-11-02
startup_213,tech_32,Supporting,2019-10-25
startup_213,tech_21,Core,2017-01-29
startup_213,tech_29,Supporting,2019-12-31
startup_213,tech_65,Important,2019-03-07
startup_214,tech_48,Supporting,2024-09-30
startup_214,tech_53,Supporting,2024-10-31
startup_214,tech_47,Supporting,2023-03-08
startup_214,tech_30,Supporting,2024-06-27
startup_214,tech_38,Supporting,2024-04-30
startup_214,tech_23,Important,2023-05-29
startup_214,tech_34,Supporting,2023-12-11
startup_215,tech_26,Supporting,2014-08-12
startup_215,tech_61,Core,2015-11-24
startup_215,tech_29,Important,2021-10-03
startup_216,tech_25,Supporting,2025-01-24
startup_216,tech_71,Important,2024-11-18
startup_216,tech_70,Supporting,2024-09-06
startup_217,tech_61,Supporting,2025-05-30
startup_217,tech_10,Supporting,2025-05-17
startup_217,tech_1,Important,2025-06-02
startup_218,tech_61,Supporting,2024-11-25
startup_218,tech_23,Core,2017-06-17
startup_218,tech_76,Important,2022-08-28
startup_218,tech_66,Supporting,2020-03-15
startup_218,tech_7,Core,2023-04-22
startup_218,tech_38,Core,2016-01-19
startup_218,tech_43,Supporting,2024-12-21
startup_218,tech_39,Core,2020-08-08
startup_219,tech_4,Core,2023-05-17
startup_219,tech_57,Core,2023-04-13
startup_219,tech_48,Core,2025-03-16
startup_219,tech_38,Core,2024-04-08
startup_219,tech_47,Important,2025-03-02
startup_219,tech_14,Supporting,2025-04-13
startup_219,tech_37,Core,2023-02-14
startup_220,tech_9,Important,2021-11-07
startup_220,tech_68,Important,2014-08-07
startup_220,tech_55,Supporting,2021-10-17
startup_220,tech_22,Important,2023-11-08
startup_220,tech_72,Core,2024-01-28
startup_220,tech_45,Core,2019-07-28
startup_221,tech_33,Important,2023-01-23
startup_221,tech_66,Core,2024-08-17
startup_221,tech_43,Core,2024-04-10
startup_221,tech_27,Important,2024-11-21
startup_222,tech_61,Supporting,2019-08-02
startup_222,tech_16,Supporting,2018-04-12
startup_222,tech_49,Core,2021-12-13
startup_222,tech_29,Supporting,2023-11-01
startup_222,tech_59,Important,2022-12-19
startup_222,tech_55,Core,2022-03-02
startup_223,tech_38,Core,2021-10-20
startup_223,tech_22,Core,2016-12-09
startup_223,tech_52,Supporting,2016-04-05
startup_223,tech_78,Core,2022-07-30
startup_223,tech_75,Supporting,2018-02-15
startup_224,tech_60,Important,2021-08-27
startup_224,tech_25,Supporting,2024-02-08
startup_224,tech_27,Supporting,2022-12-26
startup_224,tech_11,Core,2024-09-13
startup_224,tech_63,Core,2025-05-08
startup_225,tech_77,Supporting,2024-01-06
startup_225,tech_20,Important,2025-02-23
startup_225,tech_55,Important,2024-11-11
startup_225,tech_56,Important,2023-09-12
startup_225,tech_62,Supporting,2024-04-11
startup_225,tech_33,Supporting,2024-03-31
startup_225,tech_73,Important,2025-05-01
startup_226,tech_4,Core,2024-04-19
startup_226,tech_30,Core,2017-07-18
startup_226,tech_16,Core,2021-07-01
startup_226,tech_39,Important,2018-08-02
startup_226,tech_46,Supporting,2024-04-24
startup_227,tech_52,Important,2018-09-28
startup_227,tech_8,Core,2024-01-05
startup_227,tech_24,Important,2021-08-05
startup_227,tech_0,Supporting,2019-07-02
startup_227,tech_53,Core,2024-01-25
startup_227,tech_27,Supporting,2020-12-24
startup_227,tech_10,Core,2023-12-08
startup_227,tech_18,Core,2023-02-11
startup_228,tech_8,Important,2024-02-01
startup_228,tech_0,Important,2024-02-29
startup_228,tech_40,Core,2024-05-01
startup_228,tech_36,Important,2024-12-31
startup_228,tech_6,Supporting,2025-04-27
startup_228,tech_20,Supporting,2024-04-17
startup_228,tech_14,Supporting,2024-11-15
startup_228,tech_73,Core,2024-06-29
startup_229,tech_12,Important,2018-10-07
startup_229,tech_7,Supporting,2022-11-06
startup_229,tech_19,Important,2021-08-21
startup_230,tech_5,Supporting,2021-01-27
startup_230,tech_72,Important,2025-01-02
startup_230,tech_75,Supporting,2022-12-10
startup_231,tech_0,Supporting,2016-04-15
startup_231,tech_40,Supporting,2023-01-19
startup_231,tech_36,Important,2016-02-14
startup_231,tech_57,Core,2018-08-12
startup_232,tech_61,Supporting,2024-03-19
startup_232,tech_60,Supporting,2021-11-20
startup_232,tech_17,Important,2022-09-24
startup_232,tech_66,Supporting,2024-06-16
startup_232,tech_59,Core,2023-02-09
startup_232,tech_11,Core,2020-06-23
startup_232,tech_51,Supporting,2021-09-06
startup_233,tech_72,Important,2020-10-31
startup_233,tech_62,Core,2024-11-09
startup_233,tech_69,Supporting,2018-08-07
startup_234,tech_36,Important,2017-12-06
startup_234,tech_10,Important,2020-12-04
startup_234,tech_16,Supporting,2024-01-18
startup_234,tech_13,Core,2018-12-16
startup_234,tech_60,Important,2018-03-30
startup_234,tech_50,Core,2017-08-19
startup_234,tech_25,Core,2019-01-09
startup_234,tech_49,Core,2016-01-16
startup_235,tech_40,Supporting,2024-11-24
startup_235,tech_16,Important,2024-06-19
startup_235,tech_29,Supporting,2025-03-18
startup_235,tech_51,Important,2024-02-26
startup_236,tech_34,Supporting,2017-08-26
startup_236,tech_45,Important,2017-12-15
startup_236,tech_27,Core,2019-05-29
startup_236,tech_5,Important,2011-05-01
startup_236,tech_7,Important,2023-03-06
startup_236,tech_51,Supporting,2014-12-08
startup_236,tech_30,Core,2014-05-30
startup_236,tech_16,Core,2021-07-16
startup_237,tech_59,Core,2024-01-24
startup_237,tech_78,Important,2023-11-11
startup_237,tech_54,Supporting,2023-03-02
startup_237,tech_13,Supporting,2023-09-14
startup_238,tech_50,Important,2022-09-16
startup_238,tech_54,Supporting,2023-02-20
startup_238,tech_44,Supporting,2020-12-26
startup_238,tech_52,Core,2015-08-16
startup_238,tech_15,Supporting,2024-01-22
startup_239,tech_77,Supporting,2025-01-23
startup_239,tech_72,Important,2020-12-23
startup_239,tech_60,Supporting,2017-04-25
startup_239,tech_61,Important,2021-10-07
startup_239,tech_1,Important,2019-10-30
startup_239,tech_35,Important,2019-07-29
startup_240,tech_25,Important,2015-05-31
startup_240,tech_72,Important,2023-10-23
startup_240,tech_4,Important,2014-09-24
startup_241,tech_15,Supporting,2025-03-27
startup_241,tech_32,Supporting,2019-06-03
startup_241,tech_53,Core,2023-08-26
startup_242,tech_51,Core,2022-08-31
startup_242,tech_0,Important,2021-06-29
startup_242,tech_61,Important,2020-01-22
startup_242,tech_38,Core,2018-08-05
startup_242,tech_67,Supporting,2023-02-28
startup_242,tech_44,Supporting,2020-01-29
startup_242,tech_39,Important,2017-08-07
startup_243,tech_66,Supporting,2018-12-19
startup_243,tech_70,Core,2015-11-17
startup_243,tech_12,Supporting,2018-07-03
startup_243,tech_51,Core,2022-08-19
startup_243,tech_19,Important,2016-04-04
startup_244,tech_28,Core,2014-05-29
