id,startup_id,vc_id,round_type,amount,date,valuation,lead_investor
investment_380,startup_146,vc_121,Series C,17403338,2023-07-21,348066770,True
investment_381,startup_146,vc_83,Series B,17403338,2023-07-21,278453416,False
investment_382,startup_148,vc_124,Series A,48771140,2020-03-29,243855700,True
investment_383,startup_149,vc_59,Series B,9858582,2022-08-06,325333228,True
investment_384,startup_149,vc_11,Seed,9858582,2022-08-06,207030236,False
investment_385,startup_149,vc_95,Seed,9858582,2022-08-06,354908976,False
investment_386,startup_150,vc_124,Pre-seed,3902860,2017-08-25,81960067,True
investment_387,startup_150,vc_102,Series A,3902860,2017-08-25,105377229,False
investment_388,startup_150,vc_133,Series B,3902860,2017-08-25,70251486,False
investment_389,startup_150,vc_26,Series A,15146204,2012-11-01,151462045,True
investment_390,startup_150,vc_63,Series C,15146204,2012-11-01,363508908,False
investment_391,startup_150,vc_9,Seed,3821355,2020-09-11,45856260,True
investment_392,startup_150,vc_56,Series C,3821355,2020-09-11,91712520,False
investment_393,startup_150,vc_25,Seed,28162758,2016-02-11,253464822,True
investment_394,startup_151,vc_140,Series C,8848841,2024-10-09,53093046,True
investment_395,startup_152,vc_30,Pre-seed,45191847,2022-05-13,271151082,True
investment_396,startup_152,vc_27,Series C,10459710,2022-09-08,41838840,True
investment_397,startup_152,vc_116,Pre-seed,795703,2018-08-28,21483981,True
investment_398,startup_152,vc_16,Series B,795703,2018-08-28,19096872,False
investment_399,startup_152,vc_107,Series A,795703,2018-08-28,19096872,False
investment_400,startup_152,vc_95,Series A,30733885,2019-01-02,276604965,True
investment_401,startup_155,vc_17,Pre-seed,11529320,2018-08-23,138351848,True
investment_402,startup_155,vc_31,Pre-seed,11529320,2018-08-23,415055544,False
investment_403,startup_155,vc_91,Seed,11529320,2018-08-23,415055544,False
investment_404,startup_156,vc_112,Pre-seed,20536764,2022-11-17,184830876,True
investment_405,startup_157,vc_27,Seed,2661611,2024-02-28,37262561,True
investment_406,startup_157,vc_114,Series B,2661611,2024-02-28,47909007,False
investment_407,startup_160,vc_29,Seed,15458020,2025-02-13,556488732,True
investment_408,startup_160,vc_100,Seed,15458020,2025-02-13,463740610,False
investment_409,startup_160,vc_11,Pre-seed,15458020,2025-02-13,417366549,False
investment_410,startup_160,vc_63,Series A,12388949,2024-06-03,408835328,True
investment_411,startup_160,vc_52,Series B,12388949,2024-06-03,446002176,False
investment_412,startup_160,vc_24,Series A,12388949,2024-06-03,334501632,False
investment_413,startup_160,vc_145,Series B,12060282,2024-10-29,325627614,True
investment_414,startup_160,vc_30,Pre-seed,12060282,2024-10-29,289446768,False
investment_415,startup_160,vc_34,Series C,12060282,2024-10-29,325627614,False
investment_416,startup_161,vc_146,Series B,5657693,2021-01-24,22630772,True
investment_417,startup_161,vc_86,Series B,1402811,2016-02-21,42084350,True
investment_418,startup_161,vc_91,Series B,1402811,2016-02-21,50501220,False
investment_419,startup_161,vc_121,Series C,1402811,2016-02-21,29459045,False
investment_420,startup_162,vc_57,Series A,15853781,2025-04-07,253660496,True
investment_421,startup_162,vc_0,Series C,15853781,2025-04-07,317075620,False
investment_422,startup_163,vc_80,Pre-seed,8624044,2013-02-08,51744264,True
investment_423,startup_165,vc_83,Pre-seed,20047273,2017-03-12,220520003,True
investment_424,startup_166,vc_103,Seed,3364784,2025-03-21,111037872,True
investment_425,startup_166,vc_6,Seed,3364784,2025-03-21,100943520,False
investment_426,startup_166,vc_51,Pre-seed,3364784,2025-03-21,80754816,False
investment_427,startup_166,vc_8,Series B,8256016,2021-11-15,297216576,True
investment_428,startup_166,vc_28,Pre-seed,8256016,2021-11-15,123840240,False
investment_429,startup_166,vc_89,Series B,8256016,2021-11-15,99072192,False
investment_430,startup_168,vc_82,Series C,3184122,2016-11-01,85971294,True
investment_431,startup_168,vc_69,Series B,3184122,2016-11-01,105076026,False
investment_432,startup_168,vc_27,Series B,3184122,2016-11-01,76418928,False
investment_433,startup_168,vc_112,Series A,8372798,2019-07-25,175828758,True
investment_434,startup_168,vc_64,Series C,8372798,2019-07-25,175828758,False
investment_435,startup_168,vc_133,Series B,8372798,2019-07-25,301420728,False
investment_436,startup_169,vc_112,Series C,24213227,2024-12-15,338985185,True
investment_437,startup_169,vc_64,Pre-seed,24213227,2024-12-15,435838095,False
investment_438,startup_169,vc_139,Pre-seed,43077788,2018-06-20,215388940,True
investment_439,startup_169,vc_107,Seed,9178459,2022-01-22,201926109,True
investment_440,startup_169,vc_51,Series B,9178459,2022-01-22,146855352,False
investment_441,startup_170,vc_87,Series C,15990956,2022-12-08,255855304,True
investment_442,startup_170,vc_130,Pre-seed,15990956,2022-12-08,319819130,False
investment_443,startup_172,vc_21,Series A,9762388,2024-03-06,175722993,True
investment_444,startup_172,vc_39,Pre-seed,9762388,2024-03-06,78099108,False
investment_445,startup_172,vc_82,Series C,41087907,2024-04-18,410879070,True
investment_446,startup_172,vc_2,Seed,8125755,2025-02-28,56880285,True
investment_447,startup_174,vc_125,Pre-seed,3065158,2025-02-19,101150214,True
investment_448,startup_174,vc_136,Series A,3065158,2025-02-19,110345688,False
investment_449,startup_174,vc_55,Series A,3065158,2025-02-19,91954740,False
investment_450,startup_174,vc_125,Series B,12435984,2022-05-12,111923856,True
investment_451,startup_174,vc_16,Pre-seed,21469580,2021-07-05,300574120,True
investment_452,startup_174,vc_117,Series C,21469580,2021-07-05,171756640,False
investment_453,startup_176,vc_124,Seed,40572794,2025-05-01,365155146,True
investment_454,startup_177,vc_96,Series A,3146047,2024-09-11,84943269,True
investment_455,startup_177,vc_119,Series A,3146047,2024-09-11,37752564,False
investment_456,startup_177,vc_123,Series A,3146047,2024-09-11,75505128,False
investment_457,startup_178,vc_112,Series C,5454321,2021-03-30,147266667,True
investment_458,startup_178,vc_61,Series C,5454321,2021-03-30,98177778,False
investment_459,startup_178,vc_35,Pre-seed,5454321,2021-03-30,130903704,False
investment_460,startup_178,vc_73,Series A,10448190,2015-07-01,125378280,True
investment_461,startup_178,vc_34,Series B,10448190,2015-07-01,229860180,False
investment_462,startup_179,vc_63,Series C,20266124,2017-08-10,283725736,True
investment_463,startup_179,vc_115,Seed,20266124,2017-08-10,202661240,False
investment_464,startup_180,vc_7,Series B,4019115,2016-12-12,96458768,True
investment_465,startup_180,vc_128,Series B,4019115,2016-12-12,60286730,False
investment_466,startup_180,vc_4,Series C,4019115,2016-12-12,84401422,False
investment_467,startup_180,vc_59,Pre-seed,39167926,2014-07-20,156671704,True
investment_468,startup_180,vc_62,Series C,15167948,2012-09-30,242687168,True
investment_469,startup_180,vc_77,Series A,15167948,2012-09-30,364030752,False
investment_470,startup_182,vc_111,Series B,36023695,2020-01-02,144094780,True
investment_471,startup_182,vc_2,Pre-seed,33309373,2024-09-05,133237492,True
investment_472,startup_184,vc_100,Series C,24551287,2018-10-04,392820600,True
investment_473,startup_184,vc_45,Series C,24551287,2018-10-04,245512875,False
investment_474,startup_185,vc_140,Series A,37756390,2022-01-21,453076680,True
investment_475,startup_185,vc_118,Series C,19033373,2017-05-30,152266988,True
investment_476,startup_185,vc_127,Series A,19033373,2017-05-30,342600723,False
investment_477,startup_185,vc_6,Series A,6727975,2021-01-25,53823800,True
investment_478,startup_185,vc_108,Series A,33668734,2017-06-22,404024808,True
investment_479,startup_186,vc_136,Seed,7355448,2022-10-30,198597105,True
investment_480,startup_186,vc_4,Series A,7355448,2022-10-30,198597105,False
investment_481,startup_186,vc_60,Series C,7355448,2022-10-30,154464415,False
investment_482,startup_186,vc_48,Seed,7523140,2023-01-11,270833040,True
investment_483,startup_186,vc_119,Series B,7523140,2023-01-11,135416520,False
investment_484,startup_186,vc_40,Pre-seed,7523140,2023-01-11,248263620,False
investment_485,startup_187,vc_113,Series B,10365513,2024-09-12,62193078,True
investment_486,startup_189,vc_115,Series B,10265330,2023-06-03,184775940,True
investment_487,startup_189,vc_18,Seed,10265330,2023-06-03,123183960,False
investment_488,startup_189,vc_111,Series B,21381739,2024-05-29,171053912,True
investment_489,startup_189,vc_127,Series A,21381739,2024-05-29,171053912,False
investment_490,startup_191,vc_96,Series A,28112577,2022-12-22,112450308,True
investment_491,startup_192,vc_133,Series A,13942008,2021-06-04,501912300,True
investment_492,startup_192,vc_30,Series A,13942008,2021-06-04,292782175,False
investment_493,startup_192,vc_121,Series A,13942008,2021-06-04,250956150,False
investment_494,startup_192,vc_141,Series A,22300406,2021-03-09,178403248,True
investment_495,startup_192,vc_14,Series A,22300406,2021-03-09,401407308,False
investment_496,startup_192,vc_57,Series C,44072798,2024-12-28,528873576,True
investment_497,startup_192,vc_133,Pre-seed,1797422,2023-06-20,7189688,True
investment_498,startup_197,vc_122,Series A,46351165,2020-05-30,509862815,True
investment_499,startup_197,vc_145,Seed,3603245,2019-01-21,14412980,True
investment_500,startup_197,vc_11,Series A,13403594,2023-09-09,187650323,True
investment_501,startup_197,vc_40,Series A,13403594,2023-09-09,107228756,False
investment_502,startup_198,vc_59,Seed,19312814,2024-03-08,231753774,True
investment_503,startup_198,vc_19,Pre-seed,19312814,2024-03-08,309005032,False
investment_504,startup_200,vc_130,Series C,11164067,2017-03-24,200953215,True
investment_505,startup_200,vc_62,Series C,11164067,2017-03-24,89312540,False
investment_506,startup_201,vc_55,Series B,10270366,2024-07-25,123244392,True
investment_507,startup_201,vc_143,Series B,10270366,2024-07-25,143785124,False
investment_508,startup_201,vc_42,Seed,10840751,2024-08-23,238496522,True
investment_509,startup_201,vc_19,Pre-seed,10840751,2024-08-23,216815020,False
investment_510,startup_201,vc_113,Seed,39418052,2017-03-30,354762468,True
investment_511,startup_201,vc_16,Series C,4550163,2019-02-02,91003260,True
investment_512,startup_201,vc_11,Seed,4550163,2019-02-02,45501630,False
investment_513,startup_202,vc_12,Series B,22155925,2016-05-14,265871100,True
investment_514,startup_202,vc_45,Series B,11023360,2019-08-26,132280320,True
investment_515,startup_202,vc_33,Series A,11023360,2019-08-26,231490560,False
investment_516,startup_202,vc_134,Series B,11023360,2019-08-26,297630720,False
investment_517,startup_203,vc_106,Series A,4196802,2016-08-17,62952040,True
investment_518,startup_203,vc_102,Series C,4196802,2016-08-17,138494488,False
investment_519,startup_203,vc_8,Series A,4196802,2016-08-17,100723264,False
investment_520,startup_203,vc_40,Series C,1771865,2014-12-26,58471556,True
investment_521,startup_203,vc_54,Series A,1771865,2014-12-26,31893576,False
investment_522,startup_203,vc_118,Series A,1771865,2014-12-26,21262384,False
investment_523,startup_203,vc_118,Seed,6903164,2013-08-16,124256952,True
investment_524,startup_203,vc_83,Series A,6903164,2013-08-16,207094920,False
investment_525,startup_203,vc_19,Series B,6903164,2013-08-16,82837968,False
investment_526,startup_204,vc_138,Seed,1672164,2025-04-29,8360820,True
investment_527,startup_204,vc_12,Pre-seed,5834175,2025-01-26,58341750,True
investment_528,startup_204,vc_70,Seed,5834175,2025-01-26,81678450,False
investment_529,startup_204,vc_49,Series B,15159411,2024-10-22,227391175,True
investment_530,startup_204,vc_46,Series A,15159411,2024-10-22,181912940,False
investment_531,startup_204,vc_0,Series B,15159411,2024-10-22,318347645,False
investment_532,startup_205,vc_41,Seed,2196001,2023-09-10,26352016,True
investment_533,startup_205,vc_132,Seed,2196001,2023-09-10,26352016,False
investment_534,startup_205,vc_40,Series A,2196001,2023-09-10,65880040,False
investment_535,startup_206,vc_119,Series A,6544801,2025-04-02,157075224,True
investment_536,startup_206,vc_83,Seed,6544801,2025-04-02,52358408,False
investment_537,startup_206,vc_0,Series A,23702372,2023-08-07,331833215,True
investment_538,startup_206,vc_20,Pre-seed,23702372,2023-08-07,521452195,False
investment_539,startup_207,vc_97,Pre-seed,555657,2014-10-25,2222628,True
investment_540,startup_208,vc_32,Pre-seed,14700657,2025-03-12,264611826,True
investment_541,startup_208,vc_116,Series C,14700657,2025-03-12,220509855,False
investment_542,startup_208,vc_107,Series B,14700657,2025-03-12,176407884,False
investment_543,startup_208,vc_135,Seed,13409046,2024-07-27,214544744,True
investment_544,startup_208,vc_62,Series B,13409046,2024-07-27,321817116,False
investment_545,startup_209,vc_113,Series A,37963265,2023-06-29,265742855,True
investment_546,startup_209,vc_61,Pre-seed,5842978,2024-08-02,93487648,True
investment_547,startup_209,vc_135,Pre-seed,5842978,2024-08-02,140231472,False
investment_548,startup_209,vc_63,Pre-seed,16323084,2024-02-29,342784778,True
investment_549,startup_209,vc_85,Series C,16323084,2024-02-29,440723286,False
investment_550,startup_209,vc_61,Series C,16323084,2024-02-29,440723286,False
investment_551,startup_209,vc_54,Series C,25327781,2021-07-12,151966686,True
investment_552,startup_210,vc_115,Pre-seed,13636135,2020-12-23,409084060,True
investment_553,startup_210,vc_60,Series C,13636135,2020-12-23,327267248,False
investment_554,startup_210,vc_21,Series C,13636135,2020-12-23,327267248,False
investment_555,startup_210,vc_56,Series C,2913662,2012-04-25,64100575,True
investment_556,startup_210,vc_3,Series A,2913662,2012-04-25,40791275,False
investment_557,startup_210,vc_101,Pre-seed,14524048,2014-06-22,174288576,True
investment_558,startup_210,vc_117,Pre-seed,14524048,2014-06-22,261432864,False
investment_559,startup_212,vc_37,Series C,24581789,2019-05-15,196654312,True
investment_560,startup_212,vc_47,Seed,24581789,2019-05-15,294981468,False
investment_561,startup_212,vc_16,Series C,31323773,2018-02-04,250590184,True
investment_562,startup_213,vc_0,Seed,20349507,2017-03-09,203495075,True
investment_563,startup_213,vc_102,Series A,20349507,2017-03-09,488388180,False
investment_564,startup_213,vc_100,Seed,1185608,2021-09-15,39125086,True
investment_565,startup_213,vc_83,Pre-seed,1185608,2021-09-15,32011434,False
investment_566,startup_213,vc_36,Seed,1185608,2021-09-15,14227304,False
investment_567,startup_213,vc_134,Series A,6473447,2021-02-27,90628265,True
investment_568,startup_213,vc_19,Seed,6473447,2021-02-27,142415845,False
investment_569,startup_213,vc_148,Seed,15636027,2017-01-27,515988902,True
investment_570,startup_213,vc_64,Series A,15636027,2017-01-27,375264656,False
investment_571,startup_213,vc_19,Pre-seed,15636027,2017-01-27,562896984,False
investment_572,startup_215,vc_122,Series B,23969083,2021-02-28,335567169,True
investment_573,startup_215,vc_27,Series B,23969083,2021-02-28,527319837,False
investment_574,startup_215,vc_102,Seed,10480586,2025-01-06,157208790,True
investment_575,startup_215,vc_140,Seed,10480586,2025-01-06,220092306,False
investment_576,startup_215,vc_120,Series C,10480586,2025-01-06,125767032,False
investment_577,startup_216,vc_36,Seed,17954487,2025-03-17,287271792,True
investment_578,startup_216,vc_60,Seed,17954487,2025-03-17,430907688,False
investment_579,startup_217,vc_51,Pre-seed,11894372,2025-05-18,142732464,True
investment_580,startup_217,vc_12,Seed,11894372,2025-05-18,166521208,False
investment_581,startup_218,vc_115,Series A,20062101,2024-04-23,100310505,True
investment_582,startup_221,vc_139,Pre-seed,4359733,2023-11-19,156950412,True
investment_583,startup_221,vc_77,Series C,4359733,2023-11-19,104633608,False
investment_584,startup_221,vc_136,Series C,4359733,2023-11-19,52316804,False
investment_585,startup_222,vc_22,Pre-seed,3096832,2020-05-01,92904970,True
investment_586,startup_222,vc_125,Series C,3096832,2020-05-01,37161988,False
investment_587,startup_222,vc_144,Series B,3096832,2020-05-01,92904970,False
investment_588,startup_223,vc_139,Series A,2764801,2018-01-06,38707214,True
investment_589,startup_223,vc_61,Seed,2764801,2018-01-06,33177612,False
investment_590,startup_223,vc_88,Series A,11319472,2022-08-27,45277888,True
investment_591,startup_224,vc_48,Series A,12565253,2022-06-22,125652535,True
investment_592,startup_224,vc_148,Pre-seed,12565253,2022-06-22,201044056,False
investment_593,startup_224,vc_17,Series A,28301099,2024-06-04,198107693,True
investment_594,startup_224,vc_59,Series B,1880644,2024-09-30,18806445,True
investment_595,startup_224,vc_58,Series B,1880644,2024-09-30,37612890,False
investment_596,startup_224,vc_103,Series C,48968795,2023-01-11,440719155,True
investment_597,startup_225,vc_92,Series B,1492002,2023-07-22,22380040,True
investment_598,startup_225,vc_115,Pre-seed,1492002,2023-07-22,49236088,False
investment_599,startup_225,vc_55,Series B,1492002,2023-07-22,40284072,False
investment_600,startup_227,vc_17,Series C,6601757,2019-05-07,105628120,True
investment_601,startup_227,vc_14,Seed,6601757,2019-05-07,145238665,False
investment_602,startup_227,vc_79,Series C,17900723,2017-12-02,125305061,True
investment_603,startup_229,vc_66,Series B,13362474,2020-09-06,160349688,True
investment_604,startup_229,vc_99,Series A,15796874,2024-01-10,315937490,True
investment_605,startup_229,vc_121,Seed,15796874,2024-01-10,315937490,False
investment_606,startup_229,vc_120,Series A,9001534,2024-04-26,270046020,True
investment_607,startup_229,vc_133,Series C,9001534,2024-04-26,324055224,False
investment_608,startup_229,vc_45,Pre-seed,9001534,2024-04-26,216036816,False
investment_609,startup_231,vc_66,Seed,5998591,2022-10-16,35991546,True
investment_610,startup_232,vc_76,Series A,1994561,2022-06-05,19945615,True
investment_611,startup_232,vc_20,Seed,1994561,2022-06-05,23934738,False
investment_612,startup_232,vc_32,Seed,15877251,2022-04-16,158772510,True
investment_613,startup_235,vc_3,Seed,15133690,2024-08-03,272406432,True
investment_614,startup_235,vc_64,Series C,15133690,2024-08-03,317807504,False
investment_615,startup_235,vc_148,Series B,15133690,2024-08-03,454010720,False
investment_616,startup_237,vc_92,Seed,9057883,2023-11-12,217389192,True
investment_617,startup_237,vc_12,Series C,9057883,2023-11-12,244562841,False
investment_618,startup_237,vc_57,Series C,9057883,2023-11-12,298910139,False
investment_619,startup_238,vc_104,Series B,42528554,2019-11-12,425285540,True
investment_620,startup_238,vc_36,Seed,8872637,2023-03-25,177452740,True
investment_621,startup_238,vc_131,Seed,8872637,2023-03-25,177452740,False
investment_622,startup_238,vc_128,Seed,8041632,2016-10-08,48249792,True
investment_623,startup_239,vc_113,Series C,24331791,2023-03-30,535299413,True
investment_624,startup_239,vc_37,Series A,24331791,2023-03-30,583962996,False
investment_625,startup_239,vc_132,Series C,48965432,2022-07-23,538619752,True
investment_626,startup_239,vc_89,Series C,9443486,2023-09-14,141652300,True
investment_627,startup_239,vc_142,Series C,9443486,2023-09-14,113321840,False
investment_628,startup_239,vc_50,Series B,9443486,2023-09-14,113321840,False
investment_629,startup_239,vc_143,Pre-seed,5927067,2020-12-24,124468407,True
investment_630,startup_239,vc_95,Series C,5927067,2020-12-24,142249608,False
investment_631,startup_239,vc_61,Series A,5927067,2020-12-24,177812010,False
investment_632,startup_240,vc_123,Series B,3498310,2017-07-04,62969580,True
investment_633,startup_240,vc_143,Seed,3498310,2017-07-04,94454370,False
investment_634,startup_240,vc_77,Pre-seed,3498310,2017-07-04,125939160,False
investment_635,startup_242,vc_71,Pre-seed,1342357,2012-04-22,28189497,True
investment_636,startup_242,vc_53,Pre-seed,1342357,2012-04-22,20135355,False
investment_637,startup_242,vc_60,Series C,1342357,2012-04-22,28189497,False
investment_638,startup_242,vc_9,Seed,27051992,2024-06-22,270519920,True
investment_639,startup_242,vc_53,Seed,15839407,2019-09-28,332627547,True
investment_640,startup_242,vc_7,Series A,15839407,2019-09-28,237591105,False
investment_641,startup_242,vc_117,Series B,15839407,2019-09-28,285109326,False
investment_642,startup_243,vc_25,Series A,31797504,2023-07-21,127190016,True
investment_643,startup_243,vc_122,Pre-seed,3241299,2023-04-05,58343391,True
investment_644,startup_243,vc_80,Series B,3241299,2023-04-05,45378193,False
investment_645,startup_243,vc_119,Series C,5464188,2017-10-04,65570256,True
investment_646,startup_244,vc_32,Series A,17154466,2017-06-27,240162531,True
investment_647,startup_244,vc_82,Pre-seed,17154466,2017-06-27,137235732,False
investment_648,startup_244,vc_97,Series C,45518223,2021-12-07,273109338,True
investment_649,startup_244,vc_30,Series B,17877560,2019-10-06,107265360,True
investment_650,startup_245,vc_87,Series A,9318953,2012-08-11,223654880,True
investment_651,startup_245,vc_42,Seed,9318953,2012-08-11,195698020,False
investment_652,startup_245,vc_17,Series B,9318953,2012-08-11,335482320,False
investment_653,startup_245,vc_45,Series C,13116988,2020-11-20,104935908,True
investment_654,startup_245,vc_77,Seed,13116988,2020-11-20,288573747,False
investment_655,startup_246,vc_129,Series B,21650833,2018-12-18,389715003,True
investment_656,startup_246,vc_68,Pre-seed,21650833,2018-12-18,433016670,False
investment_657,startup_247,vc_48,Series A,34437240,2023-11-21,241060680,True
investment_658,startup_248,vc_3,Seed,3138872,2021-09-15,15694360,True
investment_659,startup_248,vc_124,Seed,29998921,2023-08-29,269990289,True
investment_660,startup_248,vc_13,Seed,23252079,2021-09-27,255772869,True
investment_661,startup_250,vc_124,Pre-seed,6502957,2019-11-28,156070984,True
investment_662,startup_250,vc_49,Series A,6502957,2019-11-28,136562111,False
investment_663,startup_250,vc_38,Seed,6502957,2019-11-28,78035492,False
investment_664,startup_250,vc_143,Seed,8111231,2020-07-28,162224620,True
investment_665,startup_250,vc_113,Series B,8111231,2020-07-28,113557234,False
investment_666,startup_251,vc_13,Seed,10031183,2021-11-18,180561306,True
investment_667,startup_251,vc_10,Series C,10031183,2021-11-18,240748408,False
investment_668,startup_251,vc_115,Seed,10031183,2021-11-18,120374204,False
investment_669,startup_253,vc_45,Pre-seed,6342676,2022-05-30,114168174,True
investment_670,startup_253,vc_129,Series A,6342676,2022-05-30,171252261,False
investment_671,startup_253,vc_53,Seed,6342676,2022-05-30,228336348,False
investment_672,startup_253,vc_74,Seed,33471183,2025-01-08,334711830,True
investment_673,startup_253,vc_98,Series C,955078,2024-05-05,17191410,True
investment_674,startup_253,vc_48,Pre-seed,955078,2024-05-05,22921880,False
investment_675,startup_253,vc_70,Series C,955078,2024-05-05,14326175,False
investment_676,startup_254,vc_91,Series C,17876113,2017-04-15,321770034,True
investment_677,startup_254,vc_36,Pre-seed,17876113,2017-04-15,357522260,False
investment_678,startup_254,vc_121,Pre-seed,4361348,2022-05-23,17445392,True
investment_679,startup_254,vc_1,Series A,40341735,2024-09-03,322733880,True
investment_680,startup_254,vc_101,Series A,10417802,2023-03-11,41671208,True
investment_681,startup_255,vc_83,Seed,8727811,2016-08-29,261834330,True
investment_682,startup_255,vc_36,Seed,8727811,2016-08-29,183284031,False
investment_683,startup_255,vc_130,Series B,8727811,2016-08-29,314201196,False
investment_684,startup_256,vc_5,Series B,49555944,2021-10-20,594671328,True
investment_685,startup_256,vc_146,Series C,6546313,2021-04-04,137472587,True
investment_686,startup_256,vc_90,Pre-seed,6546313,2021-04-04,176750469,False
investment_687,startup_256,vc_65,Series C,6546313,2021-04-04,137472587,False
investment_688,startup_256,vc_99,Series A,7861135,2022-02-24,212250645,True
investment_689,startup_256,vc_83,Series C,7861135,2022-02-24,212250645,False
investment_690,startup_256,vc_132,Seed,7861135,2022-02-24,259417455,False
investment_691,startup_257,vc_117,Seed,7702339,2024-07-07,207963171,True
investment_692,startup_257,vc_40,Series A,7702339,2024-07-07,184856152,False
investment_693,startup_257,vc_140,Seed,7702339,2024-07-07,138642114,False
investment_694,startup_257,vc_42,Series C,15855762,2024-03-05,332971009,True
investment_695,startup_257,vc_134,Seed,15855762,2024-03-05,237836435,False
investment_696,startup_257,vc_128,Series A,15855762,2024-03-05,570807444,False
investment_697,startup_259,vc_71,Series B,22110757,2024-01-28,265329084,True
investment_698,startup_260,vc_133,Series B,24662594,2025-04-10,197300752,True
investment_699,startup_260,vc_51,Seed,24662594,2025-04-10,246625940,False
investment_700,startup_261,vc_98,Series A,3318701,2025-02-13,33187010,True
investment_701,startup_261,vc_137,Series C,2394067,2024-11-19,11970335,True
investment_702,startup_261,vc_119,Seed,2771555,2024-08-23,58202655,True
investment_703,startup_261,vc_61,Series A,2771555,2024-08-23,74831985,False
investment_704,startup_261,vc_91,Series C,2771555,2024-08-23,99775980,False
investment_705,startup_265,vc_50,Pre-seed,13156407,2025-06-04,236815335,True
investment_706,startup_265,vc_65,Series A,13156407,2025-06-04,131564075,False
investment_707,startup_265,vc_65,Series C,16290897,2025-05-27,537599612,True
investment_708,startup_265,vc_30,Pre-seed,16290897,2025-05-27,390981536,False
investment_709,startup_265,vc_145,Pre-seed,16290897,2025-05-27,586472304,False
investment_710,startup_265,vc_67,Series A,10530720,2025-05-27,347513760,True
investment_711,startup_265,vc_28,Series A,10530720,2025-05-27,221145120,False
investment_712,startup_265,vc_33,Seed,10530720,2025-05-27,347513760,False
investment_713,startup_267,vc_117,Seed,9558987,2025-04-02,76471900,True
investment_714,startup_267,vc_48,Series A,9558987,2025-04-02,229415700,False
investment_715,startup_267,vc_18,Pre-seed,28121016,2025-03-11,168726096,True
investment_716,startup_268,vc_39,Seed,22747440,2024-02-06,500443680,True
investment_717,startup_268,vc_16,Series B,22747440,2024-02-06,500443680,False
investment_718,startup_271,vc_61,Series C,8741942,2016-07-27,209806620,True
investment_719,startup_271,vc_42,Pre-seed,8741942,2016-07-27,122387195,False
investment_720,startup_271,vc_89,Series B,41416382,2024-12-23,372747438,True
investment_721,startup_272,vc_70,Series A,9506967,2015-05-04,76055736,True
investment_722,startup_272,vc_81,Series C,9506967,2015-05-04,133097538,False
investment_723,startup_272,vc_96,Seed,37042149,2019-02-16,259295043,True
investment_724,startup_274,vc_34,Series C,24362130,2025-01-02,267983430,True
investment_725,startup_274,vc_40,Series B,18083171,2016-06-11,144665372,True
investment_726,startup_274,vc_52,Series B,18083171,2016-06-11,397829773,False
investment_727,startup_275,vc_78,Series A,35511444,2022-08-26,248580108,True
investment_728,startup_276,vc_135,Series B,15378008,2024-01-11,246048136,True
investment_729,startup_276,vc_131,Series C,15378008,2024-01-11,246048136,False
investment_730,startup_276,vc_88,Series C,20116232,2021-11-06,181046088,True
investment_731,startup_276,vc_111,Pre-seed,4093187,2020-03-18,49118244,True
investment_732,startup_277,vc_38,Series B,3270686,2024-05-31,32706865,True
investment_733,startup_277,vc_110,Pre-seed,3270686,2024-05-31,58872357,False
investment_734,startup_277,vc_3,Series A,13701041,2024-10-18,246618738,True
investment_735,startup_277,vc_110,Series A,13701041,2024-10-18,191814574,False
investment_736,startup_277,vc_149,Pre-seed,19681289,2024-08-06,216494179,True
investment_737,startup_278,vc_16,Series C,15882992,2023-11-21,127063936,True
investment_738,startup_278,vc_11,Series B,19557281,2021-09-17,469374744,True
investment_739,startup_278,vc_42,Seed,19557281,2021-09-17,352031058,False
investment_740,startup_280,vc_79,Series A,16420061,2020-12-02,295561110,True
investment_741,startup_280,vc_142,Pre-seed,16420061,2020-12-02,541862035,False
investment_742,startup_280,vc_9,Series A,16420061,2020-12-02,541862035,False
investment_743,startup_280,vc_101,Series A,20005746,2023-07-30,440126412,True
investment_744,startup_280,vc_79,Series C,20005746,2023-07-30,360103428,False
investment_745,startup_281,vc_141,Pre-seed,5371202,2024-11-13,177249688,True
investment_746,startup_281,vc_75,Seed,5371202,2024-11-13,193363296,False
investment_747,startup_281,vc_100,Series A,5371202,2024-11-13,112795256,False
investment_748,startup_281,vc_18,Series B,8183258,2023-07-05,147298653,True
investment_749,startup_281,vc_62,Pre-seed,8183258,2023-07-05,163665170,False
investment_750,startup_281,vc_122,Series A,3204443,2024-12-06,25635544,True
investment_751,startup_281,vc_39,Series B,3204443,2024-12-06,32044430,False
investment_752,startup_282,vc_12,Pre-seed,968833,2019-09-06,7750664,True
investment_753,startup_282,vc_85,Series A,18303628,2023-07-21,292858056,True
investment_754,startup_282,vc_17,Pre-seed,18303628,2023-07-21,183036285,False
investment_755,startup_282,vc_66,Series A,19869662,2021-12-31,238435950,True
investment_756,startup_282,vc_59,Pre-seed,19869662,2021-12-31,476871900,False
investment_757,startup_282,vc_6,Seed,17407968,2022-12-01,417791244,True
investment_758,startup_282,vc_120,Seed,17407968,2022-12-01,417791244,False
investment_759,startup_285,vc_68,Series B,1570083,2015-12-06,28261494,True
investment_760,startup_285,vc_115,Series A,1570083,2015-12-06,42392241,False
investment_761,startup_285,vc_24,Pre-seed,1570083,2015-12-06,32971743,False
